OrderID,OrderDate,CustomerName,State,City,Category,Sub-Category,PaymentMode,Quantity,Amount,Profit
ORD02870,2024-04-29 13:00:00,Sneha,Karnataka,Surat,Electronics,Saree,Credit Card,1,5461,242
ORD02871,2024-04-29 14:00:00,Madan Mohan,Gujarat,Chennai,Home Decor,Earphones,UPI,3,3720,3789
ORD02872,2024-04-29 15:00:00,Shiva,Madhya Pradesh,Bengaluru,Home Decor,Sofa,EMI,4,15329,3352
ORD02873,2024-04-29 16:00:00,Priya,Telangana,Indore,Home Decor,Cushion,COD,5,19167,1090
ORD02874,2024-04-29 17:00:00,Priya,Tamil Nadu,Indore,Home Decor,Shirts,Credit Card,5,3512,1917
ORD02875,2024-04-29 18:00:00,Shiva,Madhya Pradesh,Bengaluru,Clothing,Accessories,EMI,1,15947,4649
ORD02876,2024-04-29 19:00:00,Aarav,Maharashtra,Bhopal,Home Decor,Sofa,Credit Card,2,4222,2781
ORD02877,2024-04-29 20:00:00,Madan Mohan,Karnataka,Nagpur,Accessories,Laptop,Wallet,4,15229,712
ORD02878,2024-04-29 21:00:00,Aarav,Maharashtra,Surat,Accessories,Laptop,Credit Card,1,6342,1635
ORD02879,2024-04-29 22:00:00,Madhav,Tamil Nadu,Jodhpur,Clothing,Bookcases,EMI,5,8313,4008
ORD02880,2024-04-29 23:00:00,Rohit,Telangana,Bhopal,Home Decor,Earphones,Debit Card,5,9978,2764
ORD02881,2024-04-30 00:00:00,Madhav,Madhya Pradesh,Bengaluru,Furniture,Accessories,Credit Card,5,4054,-407
ORD02882,2024-04-30 01:00:00,Priya,Madhya Pradesh,Nagpur,Home Decor,Shirts,Debit Card,3,11487,33
ORD02883,2024-04-30 02:00:00,Sneha,Karnataka,Bhopal,Accessories,Watch,Credit Card,3,4665,1839
ORD02884,2024-04-30 03:00:00,Harivansh,Telangana,Nagpur,Electronics,Cushion,Wallet,5,16307,-789
ORD02885,2024-04-30 04:00:00,Rohit,Gujarat,Bengaluru,Electronics,Bookcases,EMI,2,846,4771
ORD02886,2024-04-30 05:00:00,Priya,Gujarat,Bhopal,Furniture,Laptop,Credit Card,3,4029,405
ORD02887,2024-04-30 06:00:00,Aarav,Karnataka,Mumbai,Home Decor,Earphones,UPI,4,7650,4508
ORD02888,2024-04-30 07:00:00,Aarav,Telangana,Jaipur,Clothing,Saree,Wallet,3,13689,4017
ORD02889,2024-04-30 08:00:00,Aarav,Karnataka,Bengaluru,Home Decor,Bookcases,UPI,4,14943,2811
ORD02890,2024-04-30 09:00:00,Sneha,Telangana,Indore,Furniture,Earphones,Wallet,3,15987,2076
ORD02891,2024-04-30 10:00:00,Madhav,Tamil Nadu,Indore,Furniture,Sofa,Wallet,5,2268,-79
ORD02892,2024-04-30 11:00:00,Harivansh,Tamil Nadu,Surat,Furniture,Sofa,Credit Card,4,4816,1039
ORD02893,2024-04-30 12:00:00,Aarav,Maharashtra,Pune,Electronics,Mobiles,EMI,2,1559,1199
ORD02894,2024-04-30 13:00:00,Vikram,Karnataka,Indore,Home Decor,Bookcases,EMI,3,14445,3062
ORD02895,2024-04-30 14:00:00,Rohit,Telangana,Pune,Home Decor,Sofa,COD,3,19617,4854
ORD02896,2024-04-30 15:00:00,Madan Mohan,Gujarat,Mumbai,Clothing,Laptop,EMI,5,2809,2238
ORD02897,2024-04-30 16:00:00,Vikram,Telangana,Bengaluru,Furniture,Sofa,Debit Card,4,12500,493
ORD02898,2024-04-30 17:00:00,Harivansh,Tamil Nadu,Nagpur,Furniture,Earphones,Credit Card,5,12564,3173
ORD02899,2024-04-30 18:00:00,Sneha,Telangana,Chennai,Accessories,Watch,UPI,4,18246,3507
ORD02900,2024-04-30 19:00:00,Harivansh,Karnataka,Surat,Accessories,Cushion,EMI,3,10577,577
ORD02901,2024-04-30 20:00:00,Madan Mohan,Maharashtra,Jaipur,Electronics,Laptop,UPI,3,3969,597
ORD02902,2024-04-30 21:00:00,Rohit,Maharashtra,Chennai,Home Decor,Accessories,COD,3,19165,1428
ORD02903,2024-04-30 22:00:00,Madan Mohan,Maharashtra,Jodhpur,Clothing,Earphones,Credit Card,3,11922,1995
ORD02904,2024-04-30 23:00:00,Shiva,Maharashtra,Pune,Clothing,Watch,EMI,1,16888,-688
ORD02905,2024-05-01 00:00:00,Rohit,Tamil Nadu,Jaipur,Furniture,Sofa,UPI,3,15340,1442
ORD02906,2024-05-01 01:00:00,Harivansh,Rajasthan,Surat,Clothing,Shirts,Wallet,3,17425,2981
ORD02907,2024-05-01 02:00:00,Aarav,Karnataka,Surat,Furniture,Mobiles,EMI,4,11380,3075
ORD02908,2024-05-01 03:00:00,Harivansh,Madhya Pradesh,Indore,Home Decor,Watch,COD,3,7349,-997
ORD02909,2024-05-01 04:00:00,Harivansh,Karnataka,Jaipur,Clothing,Sofa,Wallet,3,15816,3204
ORD02910,2024-05-01 05:00:00,Rohit,Rajasthan,Bhopal,Furniture,Watch,UPI,4,4563,-115
ORD02911,2024-05-01 06:00:00,Shiva,Maharashtra,Ahmedabad,Home Decor,Watch,UPI,3,5037,3188
ORD02912,2024-05-01 07:00:00,Harivansh,Rajasthan,Surat,Home Decor,Earphones,Credit Card,3,17789,4218
ORD02913,2024-05-01 08:00:00,Vikram,Gujarat,Pune,Furniture,Shirts,Credit Card,5,16327,-809
ORD02914,2024-05-01 09:00:00,Priya,Gujarat,Chennai,Furniture,Sofa,UPI,1,7130,1380
ORD02915,2024-05-01 10:00:00,Kiran,Tamil Nadu,Jodhpur,Electronics,Shirts,Wallet,4,10315,235
ORD02916,2024-05-01 11:00:00,Kiran,Karnataka,Jodhpur,Home Decor,Bookcases,Credit Card,5,4497,2278
ORD02917,2024-05-01 12:00:00,Harivansh,Karnataka,Hyderabad,Furniture,Earphones,UPI,2,15395,3722
ORD02918,2024-05-01 13:00:00,Vikram,Madhya Pradesh,Chennai,Home Decor,Cushion,Wallet,2,15353,2033
ORD02919,2024-05-01 14:00:00,Aarav,Tamil Nadu,Mumbai,Clothing,Cushion,Debit Card,1,16772,3668
ORD02920,2024-05-01 15:00:00,Sneha,Madhya Pradesh,Mumbai,Accessories,Watch,EMI,2,12003,1403
ORD02921,2024-05-01 16:00:00,Sneha,Gujarat,Chennai,Accessories,Laptop,Debit Card,1,10698,3291
ORD02922,2024-05-01 17:00:00,Rohit,Maharashtra,Indore,Furniture,Mobiles,Debit Card,2,19869,-739
ORD02923,2024-05-01 18:00:00,Kiran,Rajasthan,Bhopal,Furniture,Bookcases,EMI,2,6606,1369
ORD02924,2024-05-01 19:00:00,Harivansh,Madhya Pradesh,Indore,Home Decor,Earphones,UPI,5,12873,1467
ORD02925,2024-05-01 20:00:00,Sneha,Telangana,Jodhpur,Furniture,Laptop,UPI,2,17548,934
ORD02926,2024-05-01 21:00:00,Harivansh,Madhya Pradesh,Nagpur,Home Decor,Saree,Credit Card,1,8546,3427
ORD02927,2024-05-01 22:00:00,Rohit,Maharashtra,Jodhpur,Furniture,Mobiles,COD,3,17241,4415
ORD02928,2024-05-01 23:00:00,Kiran,Maharashtra,Surat,Home Decor,Cushion,UPI,3,13318,259
ORD02929,2024-05-02 00:00:00,Madan Mohan,Karnataka,Jaipur,Furniture,Cushion,EMI,3,13388,3776
ORD02930,2024-05-02 01:00:00,Priya,Rajasthan,Jaipur,Electronics,Laptop,COD,1,16424,1054
ORD02931,2024-05-02 02:00:00,Priya,Maharashtra,Surat,Home Decor,Bookcases,EMI,1,17131,-467
ORD02932,2024-05-02 03:00:00,Sneha,Tamil Nadu,Surat,Electronics,Mobiles,EMI,3,2121,1119
ORD02933,2024-05-02 04:00:00,Priya,Madhya Pradesh,Jodhpur,Electronics,Laptop,EMI,2,4119,523
ORD02934,2024-05-02 05:00:00,Madan Mohan,Madhya Pradesh,Jaipur,Electronics,Saree,COD,3,11464,1665
ORD02935,2024-05-02 06:00:00,Harivansh,Gujarat,Jaipur,Electronics,Earphones,Debit Card,4,16775,1186
ORD02936,2024-05-02 07:00:00,Rohit,Maharashtra,Bengaluru,Clothing,Laptop,Wallet,1,17291,2457
ORD02937,2024-05-02 08:00:00,Madan Mohan,Telangana,Hyderabad,Accessories,Watch,EMI,4,9743,1589
ORD02938,2024-05-02 09:00:00,Rohit,Karnataka,Jaipur,Clothing,Sofa,Credit Card,4,16969,3419
ORD02939,2024-05-02 10:00:00,Rohit,Rajasthan,Surat,Furniture,Watch,UPI,1,19605,940
ORD02940,2024-05-02 11:00:00,Kiran,Telangana,Mumbai,Furniture,Mobiles,Wallet,3,11798,2736
ORD02941,2024-05-02 12:00:00,Harivansh,Karnataka,Bhopal,Accessories,Shirts,UPI,5,401,-928
ORD02942,2024-05-02 13:00:00,Vikram,Madhya Pradesh,Nagpur,Accessories,Watch,UPI,4,4135,1887
ORD02943,2024-05-02 14:00:00,Priya,Telangana,Chennai,Accessories,Sofa,COD,3,4535,4508
ORD02944,2024-05-02 15:00:00,Vikram,Karnataka,Surat,Electronics,Watch,Credit Card,5,13422,4357
ORD02945,2024-05-02 16:00:00,Kiran,Madhya Pradesh,Hyderabad,Clothing,Laptop,Credit Card,4,12315,-13
ORD02946,2024-05-02 17:00:00,Rohit,Madhya Pradesh,Jaipur,Furniture,Sofa,Wallet,3,14901,345
ORD02947,2024-05-02 18:00:00,Sneha,Madhya Pradesh,Pune,Clothing,Earphones,Credit Card,4,7809,2412
ORD02948,2024-05-02 19:00:00,Priya,Madhya Pradesh,Jodhpur,Clothing,Shirts,Credit Card,3,7016,786
ORD02949,2024-05-02 20:00:00,Priya,Tamil Nadu,Jodhpur,Clothing,Laptop,Credit Card,2,17218,4424
ORD02950,2024-05-02 21:00:00,Harivansh,Madhya Pradesh,Bhopal,Accessories,Saree,Wallet,2,8507,31
ORD02951,2024-05-02 22:00:00,Shiva,Gujarat,Surat,Accessories,Saree,Debit Card,1,9052,1006
ORD02952,2024-05-02 23:00:00,Madhav,Telangana,Bhopal,Furniture,Mobiles,Credit Card,5,3225,230
ORD02953,2024-05-03 00:00:00,Madhav,Karnataka,Mumbai,Furniture,Accessories,Credit Card,4,1209,-590
ORD02954,2024-05-03 01:00:00,Madhav,Gujarat,Ahmedabad,Furniture,Watch,COD,4,9905,1305
ORD02955,2024-05-03 02:00:00,Shiva,Tamil Nadu,Indore,Clothing,Sofa,COD,3,14805,819
ORD02956,2024-05-03 03:00:00,Harivansh,Gujarat,Pune,Accessories,Laptop,Credit Card,5,5308,2092
ORD02957,2024-05-03 04:00:00,Shiva,Maharashtra,Indore,Electronics,Saree,Debit Card,4,418,4289
ORD02958,2024-05-03 05:00:00,Madhav,Maharashtra,Ahmedabad,Clothing,Shirts,Credit Card,5,3413,1591
ORD02959,2024-05-03 06:00:00,Kiran,Maharashtra,Pune,Home Decor,Accessories,Credit Card,5,11552,1502
ORD02960,2024-05-03 07:00:00,Madan Mohan,Rajasthan,Indore,Clothing,Shirts,Credit Card,2,6453,-339
ORD02961,2024-05-03 08:00:00,Rohit,Maharashtra,Pune,Accessories,Watch,EMI,4,15065,229
ORD02962,2024-05-03 09:00:00,Shiva,Karnataka,Bhopal,Home Decor,Bookcases,Debit Card,4,18175,356
ORD02963,2024-05-03 10:00:00,Harivansh,Gujarat,Nagpur,Clothing,Accessories,UPI,1,18780,2092
ORD02964,2024-05-03 11:00:00,Harivansh,Karnataka,Bengaluru,Accessories,Cushion,Credit Card,5,8244,673
ORD02965,2024-05-03 12:00:00,Vikram,Telangana,Pune,Accessories,Bookcases,UPI,3,2554,88
ORD02966,2024-05-03 13:00:00,Madan Mohan,Maharashtra,Ahmedabad,Electronics,Bookcases,Debit Card,2,16338,2648
ORD02967,2024-05-03 14:00:00,Sneha,Tamil Nadu,Bhopal,Clothing,Watch,Credit Card,1,16239,4954
ORD02968,2024-05-03 15:00:00,Priya,Rajasthan,Bengaluru,Accessories,Shirts,UPI,2,1533,2550
ORD02969,2024-05-03 16:00:00,Madhav,Telangana,Bhopal,Furniture,Earphones,Wallet,3,5931,4162
ORD02970,2024-05-03 17:00:00,Sneha,Tamil Nadu,Mumbai,Accessories,Saree,UPI,1,14815,960
ORD02971,2024-05-03 18:00:00,Vikram,Rajasthan,Jaipur,Electronics,Sofa,Debit Card,2,429,2445
ORD02972,2024-05-03 19:00:00,Madhav,Telangana,Jodhpur,Accessories,Sofa,Credit Card,3,4016,-501
ORD02973,2024-05-03 20:00:00,Madan Mohan,Gujarat,Mumbai,Clothing,Laptop,EMI,1,18455,4398
ORD02974,2024-05-03 21:00:00,Vikram,Karnataka,Ahmedabad,Clothing,Laptop,Debit Card,3,11567,-675
ORD02975,2024-05-03 22:00:00,Madhav,Madhya Pradesh,Surat,Home Decor,Bookcases,EMI,1,5573,4537
ORD02976,2024-05-03 23:00:00,Madan Mohan,Karnataka,Chennai,Clothing,Bookcases,Credit Card,4,8997,3648
ORD02977,2024-05-04 00:00:00,Aarav,Maharashtra,Surat,Home Decor,Earphones,UPI,4,5928,-113
ORD02978,2024-05-04 01:00:00,Sneha,Tamil Nadu,Jodhpur,Furniture,Watch,Wallet,2,5213,-5
ORD02979,2024-05-04 02:00:00,Sneha,Madhya Pradesh,Bhopal,Electronics,Saree,Wallet,5,13381,2673
ORD02980,2024-05-04 03:00:00,Priya,Rajasthan,Nagpur,Furniture,Sofa,Debit Card,5,12363,2040
ORD02981,2024-05-04 04:00:00,Madan Mohan,Gujarat,Chennai,Home Decor,Earphones,Debit Card,3,5018,-72
ORD02982,2024-05-04 05:00:00,Shiva,Gujarat,Ahmedabad,Accessories,Sofa,Debit Card,1,19360,1968
ORD02983,2024-05-04 06:00:00,Aarav,Rajasthan,Jodhpur,Accessories,Cushion,COD,4,396,3403
ORD02984,2024-05-04 07:00:00,Kiran,Maharashtra,Hyderabad,Furniture,Laptop,Wallet,5,18647,4426
ORD02985,2024-05-04 08:00:00,Madhav,Rajasthan,Bengaluru,Accessories,Cushion,Wallet,4,5701,922
ORD02986,2024-05-04 09:00:00,Aarav,Telangana,Bengaluru,Home Decor,Saree,Credit Card,3,11358,3565
ORD02987,2024-05-04 10:00:00,Madan Mohan,Tamil Nadu,Surat,Electronics,Saree,COD,3,12518,2255
ORD02988,2024-05-04 11:00:00,Rohit,Tamil Nadu,Jaipur,Clothing,Watch,Debit Card,1,17282,654
ORD02989,2024-05-04 12:00:00,Madhav,Maharashtra,Chennai,Home Decor,Accessories,Debit Card,5,4263,-376
ORD02990,2024-05-04 13:00:00,Harivansh,Madhya Pradesh,Hyderabad,Home Decor,Bookcases,EMI,3,14154,3344
ORD02991,2024-05-04 14:00:00,Sneha,Rajasthan,Bhopal,Clothing,Laptop,COD,3,12273,1371
ORD02992,2024-05-04 15:00:00,Madan Mohan,Maharashtra,Surat,Clothing,Earphones,UPI,4,1624,4562
ORD02993,2024-05-04 16:00:00,Harivansh,Tamil Nadu,Nagpur,Electronics,Watch,Wallet,2,10906,3699
ORD02994,2024-05-04 17:00:00,Priya,Madhya Pradesh,Chennai,Electronics,Earphones,Credit Card,5,14440,-942
ORD02995,2024-05-04 18:00:00,Vikram,Rajasthan,Jodhpur,Electronics,Accessories,UPI,1,18451,4116
ORD02996,2024-05-04 19:00:00,Kiran,Gujarat,Pune,Accessories,Watch,UPI,1,5464,1316
ORD02997,2024-05-04 20:00:00,Kiran,Rajasthan,Nagpur,Home Decor,Shirts,Credit Card,4,1639,4437
ORD02998,2024-05-04 21:00:00,Harivansh,Karnataka,Chennai,Clothing,Sofa,Debit Card,1,15848,277
ORD02999,2024-05-04 22:00:00,Sneha,Rajasthan,Pune,Home Decor,Bookcases,Wallet,3,12586,-314
ORD03000,2024-05-04 23:00:00,Priya,Karnataka,Bhopal,Home Decor,Bookcases,EMI,5,11895,3610
ORD03001,2024-05-05 00:00:00,Rohit,Madhya Pradesh,Jodhpur,Electronics,Bookcases,Debit Card,1,13929,-468
ORD03002,2024-05-05 01:00:00,Sneha,Rajasthan,Hyderabad,Electronics,Cushion,Debit Card,5,14021,2175
ORD03003,2024-05-05 02:00:00,Aarav,Madhya Pradesh,Bengaluru,Home Decor,Laptop,COD,1,6766,2904
ORD03004,2024-05-05 03:00:00,Kiran,Madhya Pradesh,Hyderabad,Electronics,Watch,UPI,2,5763,3497
ORD03005,2024-05-05 04:00:00,Aarav,Tamil Nadu,Hyderabad,Accessories,Watch,UPI,2,5790,2852
ORD03006,2024-05-05 05:00:00,Madhav,Maharashtra,Hyderabad,Clothing,Cushion,Wallet,5,13143,2404
ORD03007,2024-05-05 06:00:00,Shiva,Madhya Pradesh,Bengaluru,Home Decor,Saree,UPI,2,17954,1768
ORD03008,2024-05-05 07:00:00,Madan Mohan,Madhya Pradesh,Mumbai,Clothing,Laptop,EMI,2,518,1924
ORD03009,2024-05-05 08:00:00,Priya,Tamil Nadu,Bengaluru,Accessories,Accessories,EMI,3,833,1655
ORD03010,2024-05-05 09:00:00,Sneha,Tamil Nadu,Ahmedabad,Electronics,Accessories,EMI,1,15277,1140
ORD03011,2024-05-05 10:00:00,Kiran,Rajasthan,Mumbai,Furniture,Bookcases,Credit Card,2,15154,-427
ORD03012,2024-05-05 11:00:00,Aarav,Tamil Nadu,Mumbai,Accessories,Watch,Wallet,5,8251,565
ORD03013,2024-05-05 12:00:00,Vikram,Rajasthan,Chennai,Furniture,Mobiles,EMI,3,9865,4066
ORD03014,2024-05-05 13:00:00,Madhav,Gujarat,Bengaluru,Clothing,Saree,COD,2,16748,805
ORD03015,2024-05-05 14:00:00,Madan Mohan,Tamil Nadu,Surat,Home Decor,Earphones,COD,5,4641,-564
ORD03016,2024-05-05 15:00:00,Madan Mohan,Maharashtra,Jaipur,Electronics,Bookcases,Debit Card,1,5382,2081
ORD03017,2024-05-05 16:00:00,Sneha,Madhya Pradesh,Jaipur,Accessories,Accessories,Debit Card,2,14196,1503
ORD03018,2024-05-05 17:00:00,Priya,Maharashtra,Chennai,Electronics,Accessories,Wallet,5,11634,1462
ORD03019,2024-05-05 18:00:00,Rohit,Karnataka,Ahmedabad,Furniture,Laptop,Debit Card,5,16368,2589
ORD03020,2024-05-05 19:00:00,Vikram,Tamil Nadu,Indore,Furniture,Saree,Debit Card,4,19669,398
ORD03021,2024-05-05 20:00:00,Sneha,Madhya Pradesh,Surat,Home Decor,Saree,COD,5,5894,554
ORD03022,2024-05-05 21:00:00,Aarav,Maharashtra,Indore,Furniture,Mobiles,Debit Card,4,12146,1751
ORD03023,2024-05-05 22:00:00,Shiva,Tamil Nadu,Pune,Home Decor,Accessories,COD,1,15882,4734
ORD03024,2024-05-05 23:00:00,Harivansh,Tamil Nadu,Hyderabad,Accessories,Sofa,EMI,1,17688,1929
ORD03025,2024-05-06 00:00:00,Rohit,Gujarat,Surat,Home Decor,Laptop,EMI,3,18806,3857
ORD03026,2024-05-06 01:00:00,Priya,Gujarat,Chennai,Furniture,Watch,Wallet,4,13066,2827
ORD03027,2024-05-06 02:00:00,Madhav,Madhya Pradesh,Jodhpur,Clothing,Sofa,Credit Card,5,6996,2921
ORD03028,2024-05-06 03:00:00,Rohit,Karnataka,Indore,Home Decor,Shirts,Debit Card,3,4281,4558
ORD03029,2024-05-06 04:00:00,Kiran,Gujarat,Ahmedabad,Electronics,Laptop,EMI,3,17155,2266
ORD03030,2024-05-06 05:00:00,Priya,Gujarat,Ahmedabad,Clothing,Earphones,EMI,1,608,1693
ORD03031,2024-05-06 06:00:00,Shiva,Karnataka,Surat,Home Decor,Watch,Wallet,5,7995,1944
ORD03032,2024-05-06 07:00:00,Kiran,Maharashtra,Mumbai,Electronics,Saree,UPI,4,8007,2497
ORD03033,2024-05-06 08:00:00,Rohit,Gujarat,Jodhpur,Clothing,Watch,UPI,1,15822,3071
ORD03034,2024-05-06 09:00:00,Harivansh,Rajasthan,Bhopal,Home Decor,Laptop,Wallet,3,3347,3956
ORD03035,2024-05-06 10:00:00,Harivansh,Telangana,Jodhpur,Accessories,Accessories,COD,2,11491,974
ORD03036,2024-05-06 11:00:00,Shiva,Telangana,Chennai,Electronics,Shirts,Credit Card,3,2317,-134
ORD03037,2024-05-06 12:00:00,Madan Mohan,Gujarat,Ahmedabad,Accessories,Saree,Wallet,2,13666,4218
ORD03038,2024-05-06 13:00:00,Vikram,Maharashtra,Pune,Furniture,Sofa,UPI,1,5181,53
ORD03039,2024-05-06 14:00:00,Madhav,Tamil Nadu,Hyderabad,Home Decor,Cushion,Credit Card,4,1778,4410
ORD03040,2024-05-06 15:00:00,Madan Mohan,Maharashtra,Indore,Home Decor,Shirts,EMI,5,5170,1534
ORD03041,2024-05-06 16:00:00,Harivansh,Madhya Pradesh,Indore,Electronics,Mobiles,Wallet,2,12246,-973
ORD03042,2024-05-06 17:00:00,Harivansh,Rajasthan,Pune,Home Decor,Cushion,COD,5,9723,2217
ORD03043,2024-05-06 18:00:00,Aarav,Maharashtra,Nagpur,Furniture,Earphones,Credit Card,1,5734,1335
ORD03044,2024-05-06 19:00:00,Kiran,Karnataka,Hyderabad,Home Decor,Sofa,UPI,1,871,3676
ORD03045,2024-05-06 20:00:00,Rohit,Rajasthan,Surat,Clothing,Earphones,EMI,1,8639,1997
ORD03046,2024-05-06 21:00:00,Madhav,Telangana,Chennai,Accessories,Watch,Wallet,4,11935,4022
ORD03047,2024-05-06 22:00:00,Shiva,Rajasthan,Ahmedabad,Furniture,Accessories,Debit Card,2,896,1157
ORD03048,2024-05-06 23:00:00,Rohit,Karnataka,Jaipur,Furniture,Watch,EMI,5,17754,4984
ORD03049,2024-05-07 00:00:00,Aarav,Gujarat,Bengaluru,Accessories,Accessories,UPI,3,15134,1691
ORD03050,2024-05-07 01:00:00,Harivansh,Karnataka,Pune,Accessories,Bookcases,Wallet,1,4550,2342
ORD03051,2024-05-07 02:00:00,Shiva,Karnataka,Pune,Furniture,Bookcases,UPI,5,3671,555
ORD03052,2024-05-07 03:00:00,Harivansh,Gujarat,Jodhpur,Accessories,Earphones,Debit Card,5,457,-725
ORD03053,2024-05-07 04:00:00,Madhav,Gujarat,Surat,Electronics,Mobiles,EMI,4,16332,1736
ORD03054,2024-05-07 05:00:00,Kiran,Gujarat,Surat,Accessories,Earphones,Credit Card,2,3618,2682
ORD03055,2024-05-07 06:00:00,Rohit,Gujarat,Jaipur,Clothing,Bookcases,Credit Card,4,13762,347
ORD03056,2024-05-07 07:00:00,Rohit,Gujarat,Bengaluru,Clothing,Cushion,EMI,4,12542,2089
ORD03057,2024-05-07 08:00:00,Madan Mohan,Karnataka,Surat,Electronics,Cushion,Credit Card,5,7521,1172
ORD03058,2024-05-07 09:00:00,Shiva,Madhya Pradesh,Mumbai,Accessories,Mobiles,Wallet,2,9257,2391
ORD03059,2024-05-07 10:00:00,Vikram,Madhya Pradesh,Ahmedabad,Clothing,Mobiles,EMI,2,12143,-848
ORD03060,2024-05-07 11:00:00,Aarav,Maharashtra,Chennai,Home Decor,Mobiles,EMI,2,2912,604
ORD03061,2024-05-07 12:00:00,Vikram,Madhya Pradesh,Mumbai,Accessories,Earphones,UPI,1,12320,4997
ORD03062,2024-05-07 13:00:00,Madan Mohan,Telangana,Nagpur,Electronics,Sofa,COD,2,13073,1067
ORD03063,2024-05-07 14:00:00,Madhav,Madhya Pradesh,Chennai,Accessories,Laptop,UPI,5,743,826
ORD03064,2024-05-07 15:00:00,Aarav,Karnataka,Ahmedabad,Furniture,Saree,Credit Card,1,6273,-754
ORD03065,2024-05-07 16:00:00,Kiran,Gujarat,Hyderabad,Furniture,Mobiles,COD,3,17588,4509
ORD03066,2024-05-07 17:00:00,Vikram,Gujarat,Bhopal,Clothing,Saree,EMI,4,3210,370
ORD03067,2024-05-07 18:00:00,Kiran,Tamil Nadu,Ahmedabad,Furniture,Sofa,Credit Card,2,11701,2547
ORD03068,2024-05-07 19:00:00,Vikram,Tamil Nadu,Ahmedabad,Electronics,Laptop,Debit Card,3,2101,4322
ORD03069,2024-05-07 20:00:00,Kiran,Tamil Nadu,Jaipur,Clothing,Mobiles,Credit Card,2,17609,4128
ORD03070,2024-05-07 21:00:00,Vikram,Karnataka,Hyderabad,Electronics,Mobiles,COD,4,12213,4811
ORD03071,2024-05-07 22:00:00,Kiran,Telangana,Mumbai,Electronics,Mobiles,COD,5,14565,691
ORD03072,2024-05-07 23:00:00,Madan Mohan,Madhya Pradesh,Bengaluru,Furniture,Cushion,EMI,5,16356,1150
ORD03073,2024-05-08 00:00:00,Priya,Karnataka,Jodhpur,Furniture,Sofa,Wallet,4,9726,1644
ORD03074,2024-05-08 01:00:00,Aarav,Maharashtra,Jaipur,Electronics,Saree,Debit Card,3,3222,2390
ORD03075,2024-05-08 02:00:00,Shiva,Gujarat,Ahmedabad,Furniture,Accessories,EMI,1,7855,1398
ORD03076,2024-05-08 03:00:00,Madhav,Tamil Nadu,Jodhpur,Furniture,Accessories,Debit Card,1,10076,1281
ORD03077,2024-05-08 04:00:00,Sneha,Rajasthan,Chennai,Furniture,Sofa,Debit Card,2,1219,670
ORD03078,2024-05-08 05:00:00,Harivansh,Maharashtra,Hyderabad,Accessories,Mobiles,EMI,4,5304,-964
ORD03079,2024-05-08 06:00:00,Shiva,Tamil Nadu,Chennai,Electronics,Accessories,Credit Card,4,10258,2416
ORD03080,2024-05-08 07:00:00,Harivansh,Telangana,Indore,Home Decor,Saree,UPI,1,5875,627
ORD03081,2024-05-08 08:00:00,Aarav,Maharashtra,Jodhpur,Electronics,Accessories,Debit Card,3,18637,1339
ORD03082,2024-05-08 09:00:00,Shiva,Karnataka,Pune,Clothing,Saree,COD,4,19252,371
ORD03083,2024-05-08 10:00:00,Kiran,Madhya Pradesh,Jaipur,Furniture,Mobiles,EMI,5,8245,-324
ORD03084,2024-05-08 11:00:00,Kiran,Gujarat,Jaipur,Furniture,Mobiles,Wallet,5,14494,4072
ORD03085,2024-05-08 12:00:00,Sneha,Telangana,Pune,Home Decor,Earphones,Credit Card,4,11163,4563
ORD03086,2024-05-08 13:00:00,Harivansh,Telangana,Indore,Clothing,Bookcases,Debit Card,3,16157,-748
ORD03087,2024-05-08 14:00:00,Madhav,Rajasthan,Surat,Accessories,Cushion,Wallet,5,17126,1864
ORD03088,2024-05-08 15:00:00,Aarav,Maharashtra,Surat,Electronics,Laptop,Credit Card,3,900,616
ORD03089,2024-05-08 16:00:00,Kiran,Rajasthan,Surat,Accessories,Laptop,EMI,1,12434,1016
ORD03090,2024-05-08 17:00:00,Priya,Madhya Pradesh,Surat,Clothing,Watch,Wallet,2,15590,1231
ORD03091,2024-05-08 18:00:00,Madan Mohan,Tamil Nadu,Mumbai,Home Decor,Cushion,COD,1,11880,-240
ORD03092,2024-05-08 19:00:00,Madan Mohan,Madhya Pradesh,Pune,Clothing,Mobiles,Debit Card,2,16337,2286
ORD03093,2024-05-08 20:00:00,Vikram,Tamil Nadu,Chennai,Home Decor,Laptop,Debit Card,5,3086,-608
ORD03094,2024-05-08 21:00:00,Madhav,Rajasthan,Indore,Accessories,Saree,Wallet,2,19379,2091
ORD03095,2024-05-08 22:00:00,Madan Mohan,Gujarat,Chennai,Accessories,Watch,Credit Card,2,15531,2542
ORD03096,2024-05-08 23:00:00,Vikram,Madhya Pradesh,Ahmedabad,Clothing,Accessories,EMI,4,12140,-570
ORD03097,2024-05-09 00:00:00,Harivansh,Rajasthan,Nagpur,Clothing,Accessories,UPI,2,2352,2730
ORD03098,2024-05-09 01:00:00,Kiran,Maharashtra,Jaipur,Furniture,Watch,Debit Card,4,931,-4
ORD03099,2024-05-09 02:00:00,Kiran,Rajasthan,Jodhpur,Home Decor,Bookcases,COD,2,3742,91
ORD03100,2024-05-09 03:00:00,Priya,Rajasthan,Surat,Furniture,Shirts,Debit Card,4,2054,100
ORD03101,2024-05-09 04:00:00,Shiva,Karnataka,Jodhpur,Electronics,Saree,Debit Card,5,11525,-899
